Animal_ID,Primary_Color,Sex,Age,Intake_Date,Intake_Condition,Intake_Type,Outcome_Type,was_outcome_alive,days_stayed
A682433,WHITE,Neutered,1,8/24/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,24
A682430,GRAY,Spayed,1,8/24/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,24
A683267,CALICO,Spayed,1,9/7/22,NORMAL,OWNER SURRENDER,ADOPTION,1,24
A683824,GRAY,Neutered,1,9/13/22,ILL MILD,STRAY,ADOPTION,1,24
A684727,GRAY,Neutered,1,9/21/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,24
A690360,BLACK,Spayed,1,12/11/22,NORMAL,STRAY,ADOPTION,1,24
A679362,BRN TABBY,Spayed,1,3/8/23,ILL SEVERE,OWNER SURRENDER,ADOPTION,1,24
A585830,BRN TABBY,Spayed,9,2/16/17,NORMAL,STRAY,ADOPTION,1,23
A590453,ORG TABBY,Neutered,13,5/18/17,NORMAL,OWNER SURRENDER,ADOPTION,1,23
A591973,BRN TABBY,Female,6,6/16/17,NORMAL,STRAY,ADOPTION,1,23
A591976,BRN TABBY,Female,6,6/16/17,NORMAL,STRAY,ADOPTION,1,23
A592451,GRAY TABBY,Male,6,6/25/17,NORMAL,STRAY,ADOPTION,1,23
A593910,GRAY TABBY,Spayed,9,7/20/17,NORMAL,OWNER SURRENDER,ADOPTION,1,23
A618143,BRN TABBY,Neutered,5,11/28/18,NORMAL,STRAY,ADOPTION,1,23
A619380,BLACK,Female,7,12/28/18,NORMAL,CONFISCATE,ADOPTION,1,23
A626855,WHITE,Neutered,7,5/23/19,FRACTIOUS,STRAY,ADOPTION,1,23
A626955,GRAY,Male,4,5/24/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,23
A631412,GRAY TABBY,Spayed,4,8/7/19,NORMAL,STRAY,ADOPTION,1,23
A632005,TORTIE,Spayed,4,8/15/19,NORMAL,STRAY,ADOPTION,1,23
A639894,CALICO DIL,Female,5,2/13/20,NORMAL,OWNER SURRENDER,ADOPTION,1,23
A648593,BLACK,Spayed,5,9/10/20,FRACTIOUS,STRAY,ADOPTION,1,23
A649517,BLACK,Neutered,3,9/30/20,NORMAL,STRAY,ADOPTION,1,23
A650138,BLACK,Male,9,10/15/20,FRACTIOUS,STRAY,ADOPTION,1,23
A650950,CALICO,Spayed,3,11/5/20,NORMAL,STRAY,ADOPTION,1,23
A656234,ORANGE,Neutered,7,4/13/21,FRACTIOUS,STRAY,ADOPTION,1,23
A659322,CALICO TAB,Spayed,2,6/24/21,ILL MILD,STRAY,ADOPTION,1,23
A661606,ORANGE,Neutered,3,8/11/21,NORMAL,STRAY,ADOPTION,1,23
A666181,SNOWSHOE,Neutered,2,11/4/21,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,23
A677768,WHITE,Spayed,1,6/15/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,23
A678215,GRAY,Neutered,1,6/23/22,ILL MILD,STRAY,ADOPTION,1,23
A678214,BLACK,Spayed,1,6/23/22,ILL MILD,STRAY,ADOPTION,1,23
A678565,BRN TABBY,Neutered,1,6/29/22,INJURED  MODERATE,STRAY,ADOPTION,1,23
A678604,GRAY,Neutered,1,6/30/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,23
A682478,BRN TABBY,Spayed,1,8/25/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,23
A690228,BLACK,Neutered,1,12/8/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,23
A696748,ORG TABBY,Spayed,0,4/14/23,ILL MILD,STRAY,ADOPTION,1,23
A696749,CREAM,Neutered,0,4/14/23,ILL MILD,STRAY,ADOPTION,1,23
A700885,GRAY TABBY,Neutered,0,6/15/23,ILL MILD,STRAY,ADOPTION,1,23
A705293,SEAL PT,Neutered,0,8/23/23,INJURED  MILD,STRAY,ADOPTION,1,23
A590061,ORG TABBY,Male,6,5/10/17,FERAL,STRAY,ADOPTION,1,22
A593893,BLACK,Spayed,6,7/20/17,NORMAL,STRAY,ADOPTION,1,22
A593987,TAN,Female,15,7/21/17,FERAL,OWNER SURRENDER,ADOPTION,1,22
A598000,BRN TABBY,Neutered,7,9/30/17,NORMAL,STRAY,ADOPTION,1,22
A601714,BLACK,Male,5,1/3/18,NORMAL,STRAY,ADOPTION,1,22
A608859,BRN TABBY,Female,5,5/31/18,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,22
A613423,BLACK,Spayed,5,8/22/18,NORMAL,STRAY,ADOPTION,1,22
A614099,GRAY TABBY,Spayed,5,9/4/18,INJURED  MILD,STRAY,ADOPTION,1,22
A616422,ORG TABBY,Male,6,10/18/18,NORMAL,STRAY,ADOPTION,1,22
A626957,TORTIE,Female,4,5/24/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,22
A626958,TORTIE,Spayed,4,5/24/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,22
A626951,CALICO,Spayed,4,5/24/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,22
A626956,GRAY,Male,4,5/24/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,22
A626953,BLACK,Male,4,5/24/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,22
A626946,ORG TABBY,Male,4,5/24/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,22
A626949,GRAY,Male,4,5/24/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,22
A628281,BLACK,Female,4,6/14/19,NORMAL,STRAY,ADOPTION,1,22
A641089,CALICO,Spayed,4,9/14/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,22
A633578,GRAY TABBY,Spayed,4,9/14/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,22
A637191,BRN TABBY,Neutered,4,1/14/20,FRACTIOUS,RETURN,ADOPTION,1,22
A639837,BLACK,Spayed,4,2/12/20,NORMAL,STRAY,ADOPTION,1,22
A641016,WHITE,Spayed,4,3/12/20,NORMAL,STRAY,ADOPTION,1,22
A643180,GRAY TABBY,Spayed,5,5/30/20,NORMAL,OWNER SURRENDER,ADOPTION,1,22
A644304,BRN TABBY,Spayed,3,6/23/20,NORMAL,STRAY,ADOPTION,1,22
A652659,BRN TABBY,Neutered,4,6/25/20,NORMAL,OWNER SURRENDER,ADOPTION,1,22
A660929,GRAY,Neutered,2,7/28/21,INJURED  MODERATE,STRAY,ADOPTION,1,22
A661617,BRN TABBY,Spayed,2,8/11/21,NORMAL,STRAY,ADOPTION,1,22
A665525,WHITE,Spayed,2,10/23/21,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,22
A669043,GRAY TABBY,Neutered,3,1/7/22,INJURED  MODERATE,STRAY,ADOPTION,1,22
A675228,BLACK,Neutered,2,5/20/22,NORMAL,OWNER SURRENDER,ADOPTION,1,22
A678662,GRAY TABBY,Male,1,7/1/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,22
A686138,GRAY,Spayed,1,10/7/22,NORMAL,STRAY,ADOPTION,1,22
A688493,CALICO,Spayed,1,11/10/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,22
A688601,ORANGE,Neutered,1,11/12/22,INJURED  MODERATE,STRAY,ADOPTION,1,22
A692440,GRAY,Neutered,4,2/17/23,NORMAL,RETURN,ADOPTION,1,22
A697698,BLACK,Neutered,0,4/28/23,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,22
A697697,BLACK,Neutered,0,4/28/23,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,22
A700121,ORG TABBY,Neutered,2,6/3/23,INJURED  SEVERE,STRAY,ADOPTION,1,22
A684444,BLACK,Spayed,5,9/6/23,NORMAL,WELFARE SEIZED,ADOPTION,1,22
A706768,BLACK,Neutered,0,9/13/23,NORMAL,STRAY,ADOPTION,1,22
A592980,BLACK,Male,13,7/6/17,NORMAL,STRAY,ADOPTION,1,21
A592969,GRAY TABBY,Neutered,6,7/30/17,FERAL,STRAY,ADOPTION,1,21
A597032,ORG TABBY,Male,6,9/13/17,BEHAVIOR  MILD,STRAY,ADOPTION,1,21
A597031,ORG TABBY,Male,6,9/13/17,BEHAVIOR  MILD,STRAY,ADOPTION,1,21
A598190,BRN TABBY,Spayed,6,10/4/17,FERAL,STRAY,ADOPTION,1,21
A599883,ORG TABBY,Neutered,6,11/9/17,NORMAL,STRAY,ADOPTION,1,21
A601140,ORG TABBY,Neutered,7,12/16/17,NORMAL,STRAY,ADOPTION,1,21
A605520,CALICO,Spayed,6,3/29/18,NORMAL,STRAY,ADOPTION,1,21
A615422,BLACK,Male,5,9/30/18,NORMAL,STRAY,ADOPTION,1,21
A615709,CALICO,Female,5,10/5/18,NORMAL,STRAY,ADOPTION,1,21
A616764,GRAY,Neutered,6,10/27/18,NORMAL,STRAY,ADOPTION,1,21
A616775,GRAY,Male,5,10/28/18,NORMAL,STRAY,ADOPTION,1,21
A623276,BRN TABBY,Spayed,5,3/15/19,NORMAL,STRAY,ADOPTION,1,21
A626241,LYNX PT,Female,4,5/11/19,ILL MILD,STRAY,ADOPTION,1,21
A627028,BRN TABBY,Spayed,7,5/25/19,FRACTIOUS,STRAY,ADOPTION,1,21
A628563,CALICO,Spayed,4,6/20/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,21
A629487,CRM TABBY,Neutered,4,7/7/19,NORMAL,STRAY,ADOPTION,1,21
A629597,WHITE,Female,6,7/10/19,NORMAL,STRAY,ADOPTION,1,21
A630023,GRAY TABBY,Male,4,7/17/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,21
A630231,TORTIE DIL,Female,4,7/20/19,NORMAL,STRAY,ADOPTION,1,21
A633109,GRAY TABBY,Spayed,5,9/6/19,FRACTIOUS,STRAY,ADOPTION,1,21
A633574,ORG TABBY,Neutered,4,9/14/19,NORMAL,STRAY,ADOPTION,1,21
A634103,GRAY TABBY,Neutered,4,9/25/19,INJURED  SEVERE,STRAY,ADOPTION,1,21
A635196,TORTIE,Female,4,10/19/19,NORMAL,STRAY,ADOPTION,1,21
A635976,WHITE,Neutered,4,11/9/19,NORMAL,STRAY,ADOPTION,1,21
A636624,BLACK,Neutered,4,11/23/19,NORMAL,STRAY,ADOPTION,1,21
A637735,GRAY,Neutered,4,12/19/19,INJURED  MILD,STRAY,ADOPTION,1,21
A643656,ORANGE,Neutered,3,6/9/20,ILL MILD,STRAY,ADOPTION,1,21
A645782,BLACK,Neutered,3,7/18/20,NORMAL,STRAY,ADOPTION,1,21
A646000,BRN TABBY,Neutered,3,7/21/20,ILL MILD,STRAY,ADOPTION,1,21
A646418,BRN TABBY,Spayed,9,7/30/20,NORMAL,STRAY,ADOPTION,1,21
A647419,GRAY TABBY,Neutered,3,8/19/20,NORMAL,STRAY,ADOPTION,1,21
A649598,BLACK,Spayed,3,10/2/20,NORMAL,WELFARE SEIZED,ADOPTION,1,21
A649597,BLACK,Neutered,3,10/2/20,NORMAL,WELFARE SEIZED,ADOPTION,1,21
A648973,CALICO TAB,Spayed,3,10/11/20,BEHAVIOR  MILD,RETURN,ADOPTION,1,21
A650081,BRN TABBY,Spayed,3,10/14/20,NORMAL,STRAY,ADOPTION,1,21
A650082,CALICO TAB,Spayed,3,10/14/20,NORMAL,STRAY,ADOPTION,1,21
A650143,BRN TABBY,Spayed,3,10/15/20,NORMAL,STRAY,ADOPTION,1,21
A651328,WHITE,Spayed,3,11/11/20,NORMAL,STRAY,ADOPTION,1,21
A652442,BRN TABBY,Neutered,3,12/20/20,NORMAL,STRAY,ADOPTION,1,21
A662402,GRAY,Neutered,5,8/25/21,NORMAL,STRAY,ADOPTION,1,21
A670642,GRAY,Spayed,10,2/13/22,NORMAL,OWNER SURRENDER,ADOPTION,1,21
A670549,BLACK,Neutered,3,3/19/22,NORMAL,OWNER SURRENDER,ADOPTION,1,21
A672640,BRN TABBY,Neutered,2,4/3/22,ILL MILD,STRAY,ADOPTION,1,21
A673710,BLACK,Spayed,1,4/29/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,21
A678605,GRAY,Neutered,1,6/30/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,21
A640160,TRICOLOR,Spayed,4,7/29/22,ILL MILD,RETURN,ADOPTION,1,21
A681820,ORANGE,Neutered,1,8/11/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,21
A685422,BLACK,Neutered,4,9/29/22,INJURED  MODERATE,STRAY,ADOPTION,1,21
A686299,L-C PT,Spayed,1,10/8/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,21
A689431,BLK TABBY,Neutered,1,11/26/22,NORMAL,STRAY,ADOPTION,1,21
A690824,BRN TABBY,Spayed,1,12/21/22,NORMAL,STRAY,ADOPTION,1,21
A690821,GRAY TABBY,Neutered,1,12/21/22,NORMAL,STRAY,ADOPTION,1,21
A695628,CALICO,Spayed,8,3/29/23,NORMAL,OWNER SURRENDER,ADOPTION,1,21
A702359,GRAY,Neutered,2,7/5/23,INJURED  SEVERE,STRAY,ADOPTION,1,21
A594022,ORANGE,Neutered,6,7/22/17,NORMAL,CONFISCATE,ADOPTION,1,20
A594795,BLACK,Spayed,6,8/4/17,NORMAL,STRAY,ADOPTION,1,20
A594797,BLACK,Neutered,6,8/4/17,NORMAL,STRAY,ADOPTION,1,20
A594889,WHITE,Neutered,22,8/6/17,NORMAL,OWNER SURRENDER,ADOPTION,1,20
A594006,BLACK,Spayed,6,3/4/18,NORMAL,STRAY,ADOPTION,1,20
A611861,BRN TABBY,Neutered,5,7/29/18,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,20
A614796,SNOWSHOE,Neutered,5,9/16/18,NORMAL,STRAY,ADOPTION,1,20
A618294,BRN TABBY,Female,5,12/1/18,FRACTIOUS,STRAY,ADOPTION,1,20
A621139,ORANGE,Neutered,11,2/1/19,NORMAL,STRAY,ADOPTION,1,20
A627527,CALICO TAB,Female,4,6/2/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,20
A631151,BRN TABBY,Female,6,8/3/19,NORMAL,STRAY,ADOPTION,1,20
A672038,BRN TABBY,Spayed,3,9/7/19,FRACTIOUS,STRAY,ADOPTION,1,20
A636301,ORANGE,Neutered,4,11/16/19,NORMAL,STRAY,ADOPTION,1,20
A637530,ORG TABBY,Neutered,4,12/13/19,NORMAL,STRAY,ADOPTION,1,20
A637838,GRAY,Spayed,6,12/22/19,NORMAL,STRAY,ADOPTION,1,20
A642363,WHITE,Neutered,6,5/7/20,NORMAL,OWNER SURRENDER,ADOPTION,1,20
A644404,ORANGE,Neutered,17,6/25/20,AGED,OWNER SURRENDER,ADOPTION,1,20
A645257,BLACK,Neutered,12,7/10/20,BEHAVIOR  MODERATE,OWNER SURRENDER,ADOPTION,1,20
A645751,CRM TABBY,Neutered,3,7/19/20,NORMAL,STRAY,ADOPTION,1,20
A647789,BLACK,Spayed,3,8/27/20,NORMAL,OWNER SURRENDER,ADOPTION,1,20
A649512,WHITE,Spayed,3,10/3/20,INJURED  MILD,STRAY,ADOPTION,1,20
A650200,BLACK,Neutered,3,10/16/20,NORMAL,STRAY,ADOPTION,1,20
A650869,BRN TABBY,Neutered,5,11/4/20,NORMAL,STRAY,ADOPTION,1,20
A651455,WHITE,Spayed,4,11/13/20,NORMAL,OWNER SURRENDER,ADOPTION,1,20
A656360,CALICO,Spayed,4,4/16/21,NORMAL,OWNER SURRENDER,ADOPTION,1,20
A659741,BLK TABBY,Neutered,2,7/1/21,NORMAL,STRAY,ADOPTION,1,20
A671735,BLACK,Neutered,4,3/15/22,NORMAL,OWNER SURRENDER,ADOPTION,1,20
A672962,BLACK,Neutered,3,4/10/22,INJURED  MILD,STRAY,ADOPTION,1,20
A674252,BLACK,Spayed,1,5/8/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,20
A674878,GRAY,Spayed,1,5/15/22,NORMAL,STRAY,ADOPTION,1,20
A676327,BLACK,Neutered,1,6/2/22,NORMAL,STRAY,ADOPTION,1,20
A677109,BLACK,Spayed,1,6/9/22,ILL MILD,STRAY,ADOPTION,1,20
A677111,BLACK,Neutered,1,6/9/22,ILL MILD,STRAY,ADOPTION,1,20
A677446,GRAY TABBY,Neutered,1,6/12/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,20
A678020,BLACK,Neutered,1,6/19/22,NORMAL,STRAY,ADOPTION,1,20
A683730,BLACK,Neutered,1,9/11/22,FRACTIOUS,STRAY,ADOPTION,1,20
A660852,WHITE,Neutered,5,10/2/22,NORMAL,STRAY,ADOPTION,1,20
A692009,BLACK,Spayed,10,1/19/23,NORMAL,WELFARE SEIZED,ADOPTION,1,20
A681533,CALICO DIL,Spayed,4,1/21/23,BEHAVIOR  MODERATE,OWNER SURRENDER,ADOPTION,1,20
A694050,GRAY TABBY,Spayed,5,3/2/23,NORMAL,OWNER SURRENDER,ADOPTION,1,20
A586898,BLACK,Spayed,7,3/10/17,NORMAL,STRAY,ADOPTION,1,19
A590441,BLACK,Male,6,5/18/17,NORMAL,STRAY,ADOPTION,1,19
A590442,BRN TABBY,Female,6,5/18/17,NORMAL,STRAY,ADOPTION,1,19
A634936,CALICO,Spayed,6,7/23/17,NORMAL,STRAY,ADOPTION,1,19
A594879,WHITE,Female,6,8/6/17,NORMAL,STRAY,ADOPTION,1,19
A597195,WHITE,Male,6,9/16/17,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,19
A608488,CRM TABBY,Female,5,5/27/18,NORMAL,STRAY,ADOPTION,1,19
A615997,CALICO TAB,Female,5,10/9/18,NORMAL,STRAY,ADOPTION,1,19
A617940,TAN,Female,5,11/24/18,NORMAL,STRAY,ADOPTION,1,19
A618292,SEAL PT,Spayed,5,12/1/18,FRACTIOUS,STRAY,ADOPTION,1,19
A627864,GRAY,Spayed,4,6/7/19,NORMAL,STRAY,ADOPTION,1,19
A637780,WHITE,Neutered,6,12/20/19,FRACTIOUS,STRAY,ADOPTION,1,19
A638445,BRN TABBY,Spayed,4,1/11/20,ILL MILD,STRAY,ADOPTION,1,19
A640629,BLUE PT,Neutered,11,3/2/20,NORMAL,CONFISCATE,ADOPTION,1,19
A642107,LYNX PT,Neutered,3,4/23/20,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,19
A644305,BRN TABBY,Spayed,3,6/23/20,NORMAL,STRAY,ADOPTION,1,19
A644479,BLACK,Spayed,3,6/27/20,NORMAL,STRAY,ADOPTION,1,19
A644708,BLACK,Neutered,3,7/2/20,NORMAL,STRAY,ADOPTION,1,19
A645887,BRN TABBY,Spayed,5,8/4/20,NORMAL,RETURN,ADOPTION,1,19
A650199,ORANGE,Neutered,3,10/16/20,NORMAL,STRAY,ADOPTION,1,19
A650198,BLACK,Spayed,8,10/16/20,NORMAL,WELFARE SEIZED,ADOPTION,1,19
A650635,BRN TABBY,Neutered,3,10/30/20,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,19
A652586,ORANGE,Neutered,4,12/25/20,ILL MILD,STRAY,ADOPTION,1,19
A653740,SEAL PT,Spayed,4,2/6/21,NORMAL,STRAY,ADOPTION,1,19
A661566,GRAY,Neutered,2,5/11/21,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,19
A660567,ORG TABBY,Neutered,5,7/18/21,NORMAL,STRAY,ADOPTION,1,19
A662862,TORTIE,Spayed,2,8/30/21,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,19
A663326,CALICO TAB,Spayed,2,9/4/21,INJURED  MODERATE,STRAY,ADOPTION,1,19
A693575,ORG TABBY,Neutered,4,2/17/23,INJURED  MODERATE,STRAY,ADOPTION,1,19
A579465,ORG TABBY,Male,7,2/2/17,NORMAL,STRAY,ADOPTION,1,18
A588520,ORANGE,Male,9,4/13/17,NORMAL,CONFISCATE,ADOPTION,1,18
A592965,ORG TABBY,Neutered,6,7/5/17,NORMAL,STRAY,ADOPTION,1,18
A593070,ORG TABBY,Male,6,7/7/17,NORMAL,STRAY,ADOPTION,1,18
A600941,GRAY,Neutered,10,12/9/17,NORMAL,STRAY,ADOPTION,1,18
A606842,ORANGE,Neutered,8,4/28/18,INJURED  MILD,STRAY,ADOPTION,1,18
A611787,WHITE,Neutered,14,7/28/18,NORMAL,OWNER SURRENDER,ADOPTION,1,18
A618293,SEAL PT,Spayed,5,12/1/18,FRACTIOUS,STRAY,ADOPTION,1,18
A619032,BRN TABBY,Neutered,6,12/19/18,FRACTIOUS,OWNER SURRENDER,ADOPTION,1,18
A627534,TORTIE,Spayed,4,6/2/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,18
A628917,CALICO TAB,Female,4,6/26/19,NORMAL,STRAY,ADOPTION,1,18
A628919,BLACK,Female,4,6/26/19,NORMAL,STRAY,ADOPTION,1,18
A628920,BLACK,Female,4,6/26/19,NORMAL,STRAY,ADOPTION,1,18
A637338,BLACK,Spayed,4,12/8/19,NORMAL,STRAY,ADOPTION,1,18
A639275,ORANGE,Neutered,6,2/1/20,NORMAL,OWNER SURRENDER,ADOPTION,1,18
A618478,BROWN,Neutered,13,2/2/20,NORMAL,OWNER SURRENDER,ADOPTION,1,18
A647291,CALICO,Spayed,3,8/16/20,NORMAL,STRAY,ADOPTION,1,18
A650262,BLK SMOKE,Spayed,3,10/18/20,NORMAL,STRAY,ADOPTION,1,18
A652098,WHITE,Spayed,3,12/6/20,NORMAL,CONFISCATE,ADOPTION,1,18
A592766,CALICO,Spayed,7,3/6/21,NORMAL,STRAY,ADOPTION,1,18
A655898,SEAL PT,Spayed,10,4/5/21,INJURED  MODERATE,STRAY,ADOPTION,1,18
A656117,ORG TABBY,Neutered,5,4/10/21,NORMAL,OWNER SURRENDER,ADOPTION,1,18
A660782,ORG TABBY,Neutered,2,7/23/21,NORMAL,STRAY,ADOPTION,1,18
A664843,GRAY,Neutered,2,10/4/21,INJURED  MODERATE,STRAY,ADOPTION,1,18
A665526,GRAY TABBY,Spayed,2,10/23/21,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,18
A665524,CALICO TAB,Spayed,2,10/23/21,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,18
A672372,ORANGE,Neutered,8,3/27/22,ILL MILD,STRAY,ADOPTION,1,18
A676094,BRN TABBY,Spayed,4,5/28/22,NORMAL,STRAY,ADOPTION,1,18
A677771,BRN TABBY,Neutered,1,6/15/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,18
A685653,BLACK,Spayed,1,10/1/22,ILL MILD,STRAY,ADOPTION,1,18
A685961,BLACK,Spayed,1,10/5/22,ILL MILD,STRAY,ADOPTION,1,18
A692267,BLACK,Neutered,5,1/21/23,NORMAL,WELFARE SEIZED,ADOPTION,1,18
A692630,BLACK,Neutered,5,1/29/23,INJURED  MODERATE,STRAY,ADOPTION,1,18
A693932,BLACK,Spayed,8,2/26/23,NORMAL,STRAY,ADOPTION,1,18
A592691,GRAY,Male,6,6/30/17,NORMAL,STRAY,ADOPTION,1,17
A595865,GRAY,Neutered,19,8/23/17,NORMAL,OWNER SURRENDER,ADOPTION,1,17
A601479,BRN TABBY,Male,6,12/28/17,FERAL,STRAY,ADOPTION,1,17
A608026,BLACK,Neutered,5,5/23/18,FRACTIOUS,STRAY,ADOPTION,1,17
A612022,BRN TABBY,Spayed,6,8/1/18,NORMAL,STRAY,ADOPTION,1,17
A410043,WHITE,Neutered,14,10/20/18,FRACTIOUS,OWNER SURRENDER,ADOPTION,1,17
A624920,BLACK,Neutered,6,4/18/19,NORMAL,STRAY,ADOPTION,1,17
A630958,GRAY,Neutered,6,7/31/19,NORMAL,OWNER SURRENDER,ADOPTION,1,17
A635530,GRAY,Neutered,4,10/31/19,NORMAL,STRAY,ADOPTION,1,17
A636936,CALICO TAB,Spayed,4,12/1/19,NORMAL,STRAY,ADOPTION,1,17
A636941,BLACK,Neutered,4,12/1/19,BEHAVIOR  MODERATE,STRAY,ADOPTION,1,17
A637853,GRAY TABBY,Spayed,4,12/22/19,NORMAL,OWNER SURRENDER,ADOPTION,1,17
A646033,BRN TABBY,Spayed,3,7/22/20,NORMAL,OWNER SURRENDER,ADOPTION,1,17
A646116,ORANGE,Neutered,3,7/23/20,INJURED  MODERATE,STRAY,ADOPTION,1,17
A647267,TORTIE DIL,Spayed,3,8/16/20,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,17
A647418,GRAY TABBY,Neutered,3,8/19/20,NORMAL,STRAY,ADOPTION,1,17
A647421,ORG TABBY,Neutered,3,8/19/20,NORMAL,STRAY,ADOPTION,1,17
A648584,GRAY TABBY,Neutered,3,9/10/20,NORMAL,STRAY,ADOPTION,1,17
A649396,BLACK,Spayed,3,9/27/20,INJURED  MODERATE,STRAY,ADOPTION,1,17
A650945,GRAY TABBY,Spayed,3,11/5/20,FRACTIOUS,STRAY,ADOPTION,1,17
A651198,BLACK,Neutered,3,11/8/20,NORMAL,STRAY,ADOPTION,1,17
A652035,BLACK,Neutered,3,12/3/20,FRACTIOUS,STRAY,ADOPTION,1,17
A652441,BRN TABBY,Spayed,3,12/20/20,NORMAL,STRAY,ADOPTION,1,17
A652949,ORG TABBY,Neutered,5,2/11/21,NORMAL,STRAY,ADOPTION,1,17
A657312,ORG TABBY,Neutered,4,5/11/21,ILL MILD,STRAY,ADOPTION,1,17
A657917,BRN TABBY,Spayed,2,5/26/21,FRACTIOUS,STRAY,ADOPTION,1,17
A510845,TRICOLOR,Spayed,11,8/4/21,NORMAL,OWNER SURRENDER,ADOPTION,1,17
A663817,TRICOLOR,Neutered,2,9/15/21,NORMAL,STRAY,ADOPTION,1,17
A668357,GRAY TABBY,Spayed,2,12/22/21,ILL MILD,STRAY,ADOPTION,1,17
A669881,WHITE,Neutered,16,1/29/22,AGED,OWNER SURRENDER,ADOPTION,1,17
A670739,ORG TABBY,Neutered,2,2/16/22,INJURED  MODERATE,STRAY,ADOPTION,1,17
A672786,TORTIE,Spayed,1,4/7/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,17
A677766,CREAM,Spayed,1,6/15/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,17
A678059,BRN TABBY,Spayed,1,6/19/22,ILL MILD,STRAY,ADOPTION,1,17
A682852,BLACK,Neutered,1,9/1/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,17
A682854,GRAY TABBY,Neutered,1,9/1/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,17
A687532,TORTIE,Spayed,3,10/30/22,NORMAL,OWNER SURRENDER,ADOPTION,1,17
A687761,GRAY TABBY,Neutered,1,10/31/22,NORMAL,STRAY,ADOPTION,1,17
A690753,GRAY TABBY,Neutered,4,12/18/22,ILL MODERATETE,STRAY,ADOPTION,1,17
A690823,GRAY,Spayed,1,12/21/22,NORMAL,STRAY,ADOPTION,1,17
A695112,ORANGE,Neutered,1,3/22/23,NORMAL,STRAY,ADOPTION,1,17
A696998,GRAY,Neutered,0,4/19/23,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,17
A696999,GRAY,Neutered,0,4/19/23,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,17
A697344,BLACK,Spayed,0,4/23/23,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,17
A697998,BLACK,Neutered,0,5/2/23,I/I REPORT,STRAY,ADOPTION,1,17
A704985,TORTIE DIL,Spayed,1,10/8/23,NORMAL,RETURN,ADOPTION,1,17
A584192,BLACK,Female,7,1/6/17,NORMAL,STRAY,ADOPTION,1,16
A584190,BLACK,Male,7,1/6/17,NORMAL,STRAY,ADOPTION,1,16
A585613,BLACK,Neutered,9,2/9/17,FERAL,STRAY,ADOPTION,1,16
A586277,BRN TABBY,Female,7,2/24/17,NORMAL,STRAY,ADOPTION,1,16
