Type,Breed,Color,Sex,Size,Days in Shelter,Intake Type,Outcome Type,Intake Condition,Age,Encoded Color,Encoded Breed,Encoded Intake Condition,Encoded Size,Encoded Sex
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,21,OWNER SURRENDER,ADOPTION,HEALTHY,12,5,2,0,3,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,25,STRAY,ADOPTION,TREATABLE/REHAB,5,6,2,2,0,2
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,42,OWNER SURRENDER,ADOPTION,TREATABLE/REHAB,7,6,2,2,0,2
CAT,DOMESTIC SH,CALICO/BRN TABBY,Spayed,SMALL,29,STRAY,ADOPTION,HEALTHY,7,6,2,0,3,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,34,QUARANTINE,ADOPTION,HEALTHY,3,6,2,0,3,2
CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,50,STRAY,ADOPTION,TREATABLE/MANAGEABLE,9,6,2,1,0,2
CAT,DOMESTIC LH,BRN TABBY,Neutered,SMALL,8,OWNER SURRENDER,ADOPTION,HEALTHY,13,6,0,0,3,2
CAT,DOMESTIC SH,GRAY/WHITE,Neutered,KITTN,37,STRAY,ADOPTION,HEALTHY,1,5,2,0,0,2
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,56,STRAY,ADOPTION,TREATABLE/REHAB,7,5,2,2,0,2
CAT,DOMESTIC MH,GRAY/WHITE,Neutered,SMALL,8,STRAY,ADOPTION,HEALTHY,11,5,1,0,3,2
CAT,DOMESTIC SH,ORG TABBY/WHITE,Spayed,SMALL,20,STRAY,ADOPTION,UNKNOWN,4,6,2,3,3,3
CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,72,STRAY,ADOPTION,UNKNOWN,6,5,2,3,0,3
CAT,SIAMESE/MIX,LYNX PT,Neutered,KITTN,64,STRAY,ADOPTION,UNKNOWN,4,5,3,3,0,2
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,SMALL,2,OWNER SURRENDER,ADOPTION,HEALTHY,5,6,2,0,3,2
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,LARGE,28,STRAY,ADOPTION,TREATABLE/REHAB,13,5,2,2,1,2
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,8,STRAY,ADOPTION,HEALTHY,9,6,2,0,0,2
CAT,DOMESTIC SH,GRAY/WHITE,Spayed,SMALL,41,OWNER SURRENDER,ADOPTION,HEALTHY,15,5,2,0,3,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,29,STRAY,ADOPTION,UNKNOWN,6,6,2,3,0,2
CAT,DOMESTIC SH,GRAY TABBY,Neutered,SMALL,3,STRAY,ADOPTION,HEALTHY,9,6,2,0,3,2
CAT,SIAMESE,LYNX PT,Neutered,SMALL,3,ADOPTION RETURN,ADOPTION,HEALTHY,7,5,3,0,3,2
CAT,DOMESTIC SH,GRAY,Neutered,KITTN,25,OWNER SURRENDER,ADOPTION,HEALTHY,7,3,2,0,0,2
CAT,DOMESTIC SH,GRAY TABBY/WHITE,Spayed,KITTN,44,STRAY,ADOPTION,TREATABLE/REHAB,4,6,2,2,0,3
CAT,DOMESTIC MH,ORG TABBY,Neutered,KITTN,17,STRAY,ADOPTION,HEALTHY,3,6,1,0,0,2
CAT,DOMESTIC SH,WHITE/BLACK,Neutered,SMALL,15,ADOPTION RETURN,ADOPTION,HEALTHY,1,5,2,0,3,2
CAT,DOMESTIC LH,TORTIE,Spayed,SMALL,13,OWNER SURRENDER,ADOPTION,UNKNOWN,4,5,0,3,3,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,71,OWNER SURRENDER,ADOPTION,UNKNOWN,3,6,2,3,0,2
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,24,STRAY,ADOPTION,HEALTHY,8,5,2,0,0,3
CAT,DOMESTIC SH,GRAY/WHITE,Neutered,SMALL,20,STRAY,ADOPTION,HEALTHY,6,5,2,0,3,2
CAT,DOMESTIC SH,BLACK,Spayed,KITTN,28,OWNER SURRENDER,ADOPTION,TREATABLE/REHAB,5,0,2,2,0,3
CAT,DOMESTIC MH,BUFF,Neutered,KITTN,54,OWNER SURRENDER,ADOPTION,TREATABLE/REHAB,9,5,1,2,0,2
CAT,DOMESTIC MH,GRAY,Spayed,KITTN,38,STRAY,ADOPTION,TREATABLE/REHAB,6,3,1,2,0,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,SMALL,28,STRAY,ADOPTION,HEALTHY,14,6,2,0,3,2
CAT,DOMESTIC MH,GRAY/WHITE,Neutered,KITTN,39,STRAY,ADOPTION,UNKNOWN,2,5,1,3,0,2
CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,66,STRAY,ADOPTION,TREATABLE/REHAB,5,5,2,2,0,3
CAT,DOMESTIC MH,WHITE,Spayed,SMALL,4,OWNER SURRENDER,ADOPTION,HEALTHY,14,7,1,0,3,3
CAT,DOMESTIC SH,GRAY TABBY,Spayed,KITTN,28,OWNER SURRENDER,ADOPTION,HEALTHY,6,6,2,0,0,3
CAT,SIAMESE,SEAL PT,Spayed,KITTN,76,STRAY,ADOPTION,TREATABLE/REHAB,9,5,3,2,0,3
CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,5,STRAY,ADOPTION,UNKNOWN,2,5,2,3,0,3
CAT,SIAMESE/MIX,LYNX PT,Spayed,KITTN,27,STRAY,ADOPTION,HEALTHY,6,5,3,0,0,3
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,71,STRAY,ADOPTION,UNKNOWN,6,0,2,3,0,2
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,30,STRAY,ADOPTION,TREATABLE/REHAB,8,6,2,2,0,2
CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,KITTN,51,STRAY,ADOPTION,HEALTHY,7,6,2,0,0,2
CAT,HIMALAYAN,SEAL PT,Neutered,SMALL,31,STRAY,ADOPTION,TREATABLE/MANAGEABLE,15,5,3,1,3,2
CAT,DOMESTIC MH,TORTIE/BRN TABBY,Spayed,KITTN,27,OWNER SURRENDER,ADOPTION,HEALTHY,1,6,1,0,0,3
CAT,DOMESTIC MH,BLK SMOKE,Neutered,KITTN,11,OWNER SURRENDER,ADOPTION,UNKNOWN,5,5,1,3,0,2
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,5,OWNER SURRENDER,ADOPTION,HEALTHY,8,6,2,0,0,3
CAT,DOMESTIC SH,CALICO,Spayed,KITTN,91,BORN HERE,ADOPTION,UNKNOWN,0,2,2,3,0,3
CAT,DOMESTIC LH,BLK SMOKE,Neutered,SMALL,24,STRAY,ADOPTION,HEALTHY,6,5,0,0,3,2
CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,22,OWNER SURRENDER,ADOPTION,HEALTHY,6,5,2,0,0,3
CAT,DOMESTIC MH,BLACK,Spayed,KITTN,16,STRAY,ADOPTION,HEALTHY,5,0,1,0,0,3
CAT,DOMESTIC LH,BLACK/WHITE,Spayed,SMALL,45,STRAY,ADOPTION,HEALTHY,4,5,0,0,3,3
CAT,DOMESTIC MH,BRN TABBY,Spayed,KITTN,7,OWNER SURRENDER,ADOPTION,HEALTHY,9,6,1,0,0,3
CAT,DOMESTIC LH,WHITE/GRAY,Spayed,KITTN,15,STRAY,ADOPTION,UNKNOWN,6,5,0,3,0,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,13,OWNER SURRENDER,ADOPTION,HEALTHY,5,6,2,0,0,2
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,11,STRAY,ADOPTION,HEALTHY,7,5,2,0,0,2
CAT,DOMESTIC SH,BRN TIGER/TAN,Female,KITTN,45,STRAY,ADOPTION,TREATABLE/REHAB,4,5,2,2,0,0
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,61,TRANSFER,ADOPTION,HEALTHY,12,6,2,0,3,3
CAT,DOMESTIC SH,LYNX PT,Neutered,SMALL,13,STRAY,ADOPTION,HEALTHY,5,5,2,0,3,2
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,16,STRAY,ADOPTION,HEALTHY,6,6,2,0,0,2
CAT,DOMESTIC MH,GRAY,Neutered,SMALL,23,STRAY,ADOPTION,HEALTHY,2,3,1,0,3,2
CAT,DOMESTIC SH,ORANGE/BUFF,Neutered,SMALL,43,STRAY,ADOPTION,HEALTHY,7,5,2,0,3,2
CAT,DOMESTIC SH,GRAY/WHITE,Spayed,KITTN,48,STRAY,ADOPTION,TREATABLE/REHAB,5,5,2,2,0,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,30,STRAY,ADOPTION,HEALTHY,3,6,2,0,0,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,25,OWNER SURRENDER,ADOPTION,HEALTHY,9,6,2,0,0,2
CAT,DOMESTIC SH,ORANGE/WHITE,Neutered,KITTN,6,STRAY,ADOPTION,HEALTHY,8,5,2,0,0,2
CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,15,OWNER SURRENDER,ADOPTION,HEALTHY,9,6,2,0,0,2
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,9,STRAY,ADOPTION,HEALTHY,10,5,2,0,3,2
CAT,DOMESTIC LH,BLACK/WHITE,Neutered,SMALL,16,OWNER SURRENDER,ADOPTION,HEALTHY,17,5,0,0,3,2
CAT,DOMESTIC SH,ORG TABBY,Spayed,SMALL,21,OWNER SURRENDER,ADOPTION,TREATABLE/MANAGEABLE,11,6,2,1,3,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,23,STRAY,ADOPTION,TREATABLE/REHAB,11,6,2,2,3,2
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,26,STRAY,ADOPTION,HEALTHY,5,6,2,0,3,3
CAT,DOMESTIC SH,GRAY TABBY/WHITE,Spayed,KITTN,1,ADOPTION RETURN,ADOPTION,HEALTHY,8,6,2,0,0,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,7,OWNER SURRENDER,ADOPTION,HEALTHY,7,6,2,0,0,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,15,STRAY,ADOPTION,HEALTHY,6,6,2,0,0,3
CAT,DOMESTIC MH,BLACK,Neutered,KITTN,14,OWNER SURRENDER,ADOPTION,HEALTHY,1,0,1,0,0,2
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,6,OWNER SURRENDER,ADOPTION,HEALTHY,7,5,2,0,0,2
CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,37,STRAY,ADOPTION,HEALTHY,9,6,2,0,3,2
CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,12,OWNER SURRENDER,ADOPTION,HEALTHY,6,6,2,0,0,2
CAT,DOMESTIC SH,GRAY/WHITE,Neutered,KITTN,5,STRAY,ADOPTION,HEALTHY,9,5,2,0,0,2
CAT,DOMESTIC SH,ORG TABBY,Spayed,KITTN,28,OWNER SURRENDER,ADOPTION,TREATABLE/REHAB,5,6,2,2,0,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,13,STRAY,ADOPTION,HEALTHY,5,6,2,0,3,3
CAT,DOMESTIC MH,ORG TABBY/WHITE,Spayed,SMALL,28,STRAY,ADOPTION,HEALTHY,3,6,1,0,3,3
CAT,DOMESTIC SH,BUFF/WHITE,Spayed,KITTN,25,OWNER SURRENDER,ADOPTION,HEALTHY,3,5,2,0,0,3
CAT,DOMESTIC LH,TORTIE,Spayed,SMALL,81,STRAY,ADOPTION,TREATABLE/REHAB,6,5,0,2,3,3
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,52,STRAY,ADOPTION,TREATABLE/REHAB,7,5,2,2,0,3
CAT,DOMESTIC SH,GRAY/WHITE,Neutered,KITTN,43,STRAY,ADOPTION,TREATABLE/REHAB,4,5,2,2,0,2
CAT,SIAMESE/MIX,LILAC PT/WHITE,Neutered,SMALL,15,OWNER SURRENDER,ADOPTION,HEALTHY,6,5,3,0,3,2
CAT,DOMESTIC SH,CALICO/SLVR TABBY,Spayed,SMALL,41,OWNER SURRENDER,ADOPTION,TREATABLE/MANAGEABLE,13,6,2,1,3,3
CAT,DOMESTIC MH,ORANGE,Neutered,SMALL,8,STRAY,ADOPTION,TREATABLE/REHAB,8,4,1,2,3,2
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,14,STRAY,ADOPTION,HEALTHY,4,6,2,0,0,2
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,30,TRANSFER,ADOPTION,TREATABLE/REHAB,9,5,2,2,0,2
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,34,STRAY,ADOPTION,TREATABLE/REHAB,7,5,2,2,3,3
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,27,OWNER SURRENDER,ADOPTION,HEALTHY,9,5,2,0,3,3
CAT,DOMESTIC SH,BLACK,Spayed,SMALL,63,OWNER SURRENDER,ADOPTION,HEALTHY,12,0,2,0,3,3
CAT,DOMESTIC SH,BRN TABBY/BLACK,Neutered,KITTN,52,ADOPTION RETURN,ADOPTION,HEALTHY,2,6,2,0,0,2
CAT,DOMESTIC SH,GRAY TABBY,Spayed,KITTN,62,STRAY,ADOPTION,HEALTHY,0,6,2,0,0,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,72,STRAY,ADOPTION,UNKNOWN,6,5,2,3,0,2
CAT,DOMESTIC MH,BRN TABBY,Spayed,KITTN,23,OWNER SURRENDER,ADOPTION,HEALTHY,6,6,1,0,0,3
CAT,SIAMESE,BLUE PT,Spayed,KITTN,10,STRAY,ADOPTION,HEALTHY,7,5,3,0,0,3
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,17,OWNER SURRENDER,ADOPTION,HEALTHY,7,0,2,0,0,2
CAT,DOMESTIC SH,BLK SMOKE,Neutered,KITTN,11,STRAY,ADOPTION,HEALTHY,9,5,2,0,0,2
CAT,DOMESTIC SH,GRAY,Spayed,SMALL,35,STRAY,ADOPTION,HEALTHY,7,3,2,0,3,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,14,STRAY,ADOPTION,HEALTHY,7,5,2,0,0,2
CAT,SIAMESE/MIX,LYNX PT,Neutered,SMALL,24,STRAY,ADOPTION,TREATABLE/REHAB,13,5,3,2,3,2
CAT,DOMESTIC SH,GRAY,Neutered,KITTN,12,STRAY,ADOPTION,HEALTHY,3,3,2,0,0,2
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,76,STRAY,ADOPTION,HEALTHY,9,6,2,0,0,2
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,32,STRAY,ADOPTION,TREATABLE/REHAB,5,5,2,2,0,3
CAT,DOMESTIC SH,GRAY/WHITE,Spayed,SMALL,18,STRAY,ADOPTION,HEALTHY,7,5,2,0,3,3
CAT,SNOWSHOE/SIAMESE,LYNX PT/WHITE,Spayed,KITTN,20,OWNER SURRENDER,ADOPTION,HEALTHY,0,5,3,0,0,3
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,14,STRAY,ADOPTION,HEALTHY,6,5,2,0,0,3
CAT,DOMESTIC SH,ORG TABBY/WHITE,Spayed,SMALL,47,STRAY,ADOPTION,TREATABLE/MANAGEABLE,3,6,2,1,3,3
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,15,STRAY,ADOPTION,HEALTHY,1,0,2,0,0,2
CAT,DOMESTIC SH,BLACK,Spayed,SMALL,14,STRAY,ADOPTION,HEALTHY,4,0,2,0,3,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,18,STRAY,ADOPTION,HEALTHY,8,5,2,0,0,2
CAT,DOMESTIC MH,CALICO,Spayed,SMALL,22,OWNER SURRENDER,ADOPTION,HEALTHY,15,2,1,0,3,3
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,18,STRAY,ADOPTION,HEALTHY,3,0,2,0,0,2
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,30,STRAY,ADOPTION,UNKNOWN,6,0,2,3,0,2
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,41,STRAY,ADOPTION,TREATABLE/REHAB,7,5,2,2,0,2
CAT,DOMESTIC LH,BLACK,Spayed,SMALL,32,STRAY,ADOPTION,HEALTHY,14,0,0,0,3,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,49,STRAY,ADOPTION,TREATABLE/REHAB,6,6,2,2,0,3
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,0,OWNER SURRENDER,ADOPTION,HEALTHY,9,5,2,0,3,3
CAT,DOMESTIC SH,WHITE,Spayed,SMALL,50,OWNER SURRENDER,ADOPTION,TREATABLE/REHAB,14,7,2,2,3,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,18,STRAY,ADOPTION,HEALTHY,6,5,2,0,0,2
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,81,OWNER SURRENDER,ADOPTION,HEALTHY,13,6,2,0,3,3
CAT,DOMESTIC SH,GRAY/WHITE,Neutered,SMALL,130,STRAY,ADOPTION,TREATABLE/REHAB,14,5,2,2,3,2
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,27,OWNER SURRENDER,ADOPTION,TREATABLE/REHAB,9,6,2,2,3,3
CAT,DOMESTIC SH,GRAY,Neutered,SMALL,20,OWNER SURRENDER,ADOPTION,HEALTHY,13,3,2,0,3,2
CAT,DOMESTIC SH,GRAY/WHITE,Spayed,KITTN,15,OWNER SURRENDER,ADOPTION,TREATABLE/REHAB,9,5,2,2,0,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,17,STRAY,ADOPTION,UNKNOWN,5,5,2,3,0,2
CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,10,OWNER SURRENDER,ADOPTION,HEALTHY,6,6,2,0,3,2
CAT,DOMESTIC LH,BLACK,Neutered,KITTN,37,STRAY,ADOPTION,HEALTHY,9,0,0,0,0,2
CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,17,OWNER SURRENDER,ADOPTION,HEALTHY,13,6,2,0,3,2
CAT,SNOWSHOE,SEAL PT/WHITE,Spayed,SMALL,5,OWNER SURRENDER,ADOPTION,HEALTHY,19,5,3,0,3,3
CAT,DOMESTIC LH,BRN TABBY,Neutered,KITTN,0,ADOPTION RETURN,ADOPTION,HEALTHY,9,6,0,0,0,2
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,17,OWNER SURRENDER,ADOPTION,HEALTHY,5,0,2,0,0,2
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,SMALL,48,STRAY,ADOPTION,TREATABLE/MANAGEABLE,5,6,2,1,3,2
CAT,DOMESTIC SH,ORG TABBY/WHITE,Spayed,KITTN,27,STRAY,ADOPTION,UNKNOWN,3,6,2,3,0,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,6,OWNER SURRENDER,ADOPTION,TREATABLE/REHAB,7,5,2,2,0,2
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,74,STRAY,ADOPTION,HEALTHY,4,5,2,0,3,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,17,STRAY,ADOPTION,HEALTHY,7,6,2,0,0,2
CAT,SIAMESE/MIX,SEAL PT,Spayed,SMALL,30,STRAY,ADOPTION,TREATABLE/REHAB,7,5,3,2,3,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,13,OWNER SURRENDER,ADOPTION,HEALTHY,17,6,2,0,3,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,24,STRAY,ADOPTION,TREATABLE/REHAB,7,5,2,2,3,2
CAT,DOMESTIC SH,GRAY/WHITE,Neutered,KITTN,20,STRAY,ADOPTION,HEALTHY,6,5,2,0,0,2
CAT,DOMESTIC SH,BUFF/ORG TABBY,Neutered,SMALL,3,TRANSFER,ADOPTION,HEALTHY,13,6,2,0,3,2
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,30,OWNER SURRENDER,ADOPTION,UNKNOWN,3,0,2,3,0,2
CAT,DOMESTIC SH,CALICO/BRN TABBY,Spayed,KITTN,1,TRANSFER,ADOPTION,HEALTHY,9,6,2,0,0,3
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,35,STRAY,ADOPTION,TREATABLE/REHAB,6,5,2,2,0,3
CAT,DOMESTIC SH,ORANGE/WHITE,Neutered,SMALL,46,STRAY,ADOPTION,HEALTHY,4,5,2,0,3,2
CAT,DOMESTIC SH,BLACK,Spayed,KITTN,34,STRAY,ADOPTION,UNKNOWN,6,0,2,3,0,3
CAT,DOMESTIC LH,GRAY TABBY,Neutered,KITTN,18,STRAY,ADOPTION,HEALTHY,5,6,0,0,0,2
CAT,DOMESTIC SH,BLACK,Spayed,KITTN,55,STRAY,ADOPTION,HEALTHY,0,0,2,0,0,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,95,STRAY,ADOPTION,UNKNOWN,1,5,2,3,0,2
CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,43,STRAY,ADOPTION,UNKNOWN,5,5,2,3,0,3
CAT,DOMESTIC SH,WHITE/GRAY,Spayed,KITTN,14,STRAY,ADOPTION,TREATABLE/REHAB,7,5,2,2,0,3
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,23,STRAY,ADOPTION,HEALTHY,9,5,2,0,3,3
CAT,DOMESTIC SH,WHITE/BLACK,Spayed,SMALL,7,STRAY,ADOPTION,HEALTHY,6,5,2,0,3,3
CAT,DOMESTIC SH/MIX,BLK SMOKE/WHITE,Neutered,KITTN,189,STRAY,ADOPTION,TREATABLE/MANAGEABLE,7,5,2,1,0,2
CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,29,OWNER SURRENDER,ADOPTION,HEALTHY,6,6,2,0,3,2
CAT,SIAMESE,SEAL PT,Neutered,SMALL,18,STRAY,ADOPTION,TREATABLE/REHAB,5,5,3,2,3,2
CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,KITTN,48,STRAY,ADOPTION,HEALTHY,7,6,2,0,0,2
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,24,STRAY,ADOPTION,HEALTHY,16,5,2,0,3,2
CAT,DOMESTIC MH,BLACK/WHITE,Neutered,TOY,86,STRAY,ADOPTION,HEALTHY,9,5,1,0,4,2
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,16,STRAY,ADOPTION,HEALTHY,8,5,2,0,0,2
CAT,DOMESTIC SH,CALICO,Spayed,SMALL,14,STRAY,ADOPTION,UNKNOWN,4,2,2,3,3,3
CAT,DOMESTIC SH,WHITE/BLACK,Spayed,KITTN,14,STRAY,ADOPTION,HEALTHY,7,5,2,0,0,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,91,STRAY,ADOPTION,TREATABLE/REHAB,7,6,2,2,0,2
CAT,SIAMESE,LILAC PT,Spayed,SMALL,16,STRAY,ADOPTION,HEALTHY,8,5,3,0,3,3
CAT,SIAMESE,BLUE PT,Neutered,SMALL,18,STRAY,ADOPTION,HEALTHY,16,5,3,0,3,2
CAT,DOMESTIC MH,BRN TABBY/WHITE,Neutered,KITTN,48,STRAY,ADOPTION,UNKNOWN,4,6,1,3,0,2
CAT,DOMESTIC SH,GRAY TABBY,Neutered,SMALL,26,STRAY,ADOPTION,HEALTHY,0,6,2,0,3,2
CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,32,OWNER SURRENDER,ADOPTION,TREATABLE/REHAB,8,6,2,2,3,2
CAT,DOMESTIC SH,BLACK,Spayed,KITTN,11,STRAY,ADOPTION,HEALTHY,6,0,2,0,0,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,52,STRAY,ADOPTION,HEALTHY,18,5,2,0,3,2
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,18,STRAY,ADOPTION,HEALTHY,7,5,2,0,3,3
CAT,DOMESTIC MH,GRAY,Spayed,KITTN,44,STRAY,ADOPTION,UNKNOWN,3,3,1,3,0,3
CAT,DOMESTIC SH,BRN TIGER,Spayed,KITTN,14,OWNER SURRENDER,ADOPTION,HEALTHY,7,5,2,0,0,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,3,STRAY,ADOPTION,HEALTHY,7,6,2,0,0,2
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,20,STRAY,ADOPTION,HEALTHY,1,6,2,0,0,2
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,52,STRAY,ADOPTION,HEALTHY,7,6,2,0,0,2
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,5,OWNER SURRENDER,ADOPTION,HEALTHY,6,5,2,0,0,2
CAT,DOMESTIC SH,GRAY/WHITE,Spayed,KITTN,72,STRAY,ADOPTION,TREATABLE/REHAB,9,5,2,2,0,3
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,22,STRAY,ADOPTION,HEALTHY,5,5,2,0,3,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,54,STRAY,ADOPTION,TREATABLE/REHAB,6,6,2,2,0,3
CAT,DOMESTIC SH,GRAY,Spayed,SMALL,18,STRAY,ADOPTION,HEALTHY,6,3,2,0,3,3
CAT,DOMESTIC SH,BLACK,Neutered,SMALL,9,OWNER SURRENDER,ADOPTION,HEALTHY,6,0,2,0,3,2
CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,SMALL,43,STRAY,ADOPTION,HEALTHY,2,6,2,0,3,2
CAT,DOMESTIC SH,CALICO/WHITE,Spayed,KITTN,67,STRAY,ADOPTION,TREATABLE/REHAB,9,5,2,2,0,3
CAT,SIAMESE,SEAL PT,Spayed,KITTN,6,OWNER SURRENDER,ADOPTION,UNKNOWN,3,5,3,3,0,3
CAT,DOMESTIC SH,WHITE/GRAY,Neutered,SMALL,18,STRAY,ADOPTION,TREATABLE/MANAGEABLE,18,5,2,1,3,2
CAT,DOMESTIC SH,BLACK,Spayed,KITTN,17,OWNER SURRENDER,ADOPTION,HEALTHY,8,0,2,0,0,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,17,OWNER SURRENDER,ADOPTION,HEALTHY,5,6,2,0,0,3
CAT,DOMESTIC MH,BLACK/WHITE,Neutered,KITTN,27,STRAY,ADOPTION,HEALTHY,8,5,1,0,0,2
CAT,DOMESTIC SH,LYNX PT,Spayed,SMALL,8,OWNER SURRENDER,ADOPTION,HEALTHY,10,5,2,0,3,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,SMALL,26,STRAY,ADOPTION,HEALTHY,1,6,2,0,3,2
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,42,STRAY,ADOPTION,UNKNOWN,5,6,2,3,0,3
CAT,DOMESTIC SH,CALICO,Spayed,SMALL,189,OWNER SURRENDER,ADOPTION,TREATABLE/REHAB,16,2,2,2,3,3
CAT,DOMESTIC LH,BRN TABBY,Neutered,KITTN,42,STRAY,ADOPTION,HEALTHY,7,6,0,0,0,2
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,36,OWNER SURRENDER,ADOPTION,HEALTHY,18,6,2,0,3,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,11,OWNER SURRENDER,ADOPTION,HEALTHY,9,6,2,0,0,2
