intake_type,intake_condition,sex_intake,breed,CoatColor,CoatPattern,age_intake_months,stay_length,intake_type_encoded,intake_condition_encoded,sex_intake_encoded,breed_encoded,CoatColor_encoded,CoatPattern_encoded
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,57,2,3,1,1,1,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,1,56,2,3,0,1,1,1
Stray,Normal,Male,Other,Blue,Solid,1,21,2,3,1,2,2,1
Stray,Normal,Male,Domestic_Shorthair,Orange,Tabby,2,21,2,3,1,0,5,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,96,2,3,1,1,3,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,21,2,3,1,1,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Other,Tabby,1,30,2,3,0,1,6,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,5,30,2,3,0,1,7,1
Stray,Normal,Female,Other,White_Mix,Solid,1,8,2,3,0,2,9,1
Stray,Normal,Male,Other,Orange,Tabby,1,55,2,3,1,2,5,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Other,Other,1,70,2,3,0,1,6,0
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,2,1,3,1,1,3,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,1,68,2,3,1,1,2,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,0,82,2,3,0,1,4,1
Stray,Normal,Female,Other,Black,Solid,1,49,2,3,0,2,0,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,2,9,1,3,1,1,1,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,95,2,3,1,1,1,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,12,15,1,3,1,1,3,2
Owner_Surrender,Nursing,Female,Domestic_Shorthair_Mix,Black,Solid,0,89,1,4,0,1,0,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,0,58,1,3,1,1,5,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,1,4,2,3,0,1,2,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,1,40,1,3,0,1,1,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,1,75,2,3,0,1,1,1
Stray,Normal,Female,Other,Blue,Other,0,56,2,3,0,2,2,0
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,4,4,2,3,0,1,0,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,3,14,1,3,1,1,1,1
Stray,Normal,Male,Other,Other,Other,1,5,2,3,1,2,6,0
Stray,Normal,Male,Other,White_Mix,Solid,2,6,2,3,1,2,9,1
Stray,Normal,Female,Other,Other,Tabby,1,49,2,3,0,2,6,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,0,79,2,3,0,1,2,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,0,88,2,3,1,1,5,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,72,15,2,3,1,1,3,2
Stray,Injured,Female,Domestic_Shorthair_Mix,Brown,Tabby,5,9,2,1,0,1,3,2
Stray,Normal,Male,Other,Blue,Tabby,1,26,2,3,1,2,2,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,1,52,2,3,0,1,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,3,30,2,3,0,1,3,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,5,10,1,3,0,1,0,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,0,51,2,3,1,1,1,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,12,13,2,3,1,1,5,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,84,7,1,3,0,1,7,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,1,6,2,3,1,1,0,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Tabby,0,70,2,3,1,1,6,2
Stray,Normal,Male,Other,Black,Solid,1,52,2,3,1,2,0,1
Stray,Normal,Female,Other,Brown,Tabby,1,7,2,3,0,2,3,2
Owner_Surrender,Normal,Female,Other,Calico_or_Calico_mix,Solid,60,35,1,3,0,2,4,1
Stray,Normal,Female,Other,Blue,Tabby,1,34,2,3,0,2,2,2
Stray,Normal,Female,Other,Calico_or_Calico_mix,Solid,1,40,2,3,0,2,4,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,1,12,2,3,0,1,0,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,1,73,2,3,0,1,3,2
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,0,73,1,3,1,1,5,2
Stray,Normal,Female,Other,Black,Solid,1,57,2,3,0,2,0,1
Owner_Surrender,Normal,Female,Other,Black,Solid,2,4,1,3,0,2,0,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,24,9,2,3,0,1,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,1,107,2,3,0,1,3,2
Stray,Normal,Male,Other,Other,Other,48,12,2,3,1,2,6,0
Stray,Normal,Male,Other,Orange,Tabby,1,41,2,3,1,2,5,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,1,90,2,3,0,1,1,1
Stray,Nursing,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,1,64,2,4,0,1,8,1
Owner_Surrender,Normal,Female,Other,Calico_or_Calico_mix,Solid,60,15,1,3,0,2,4,1
Stray,Normal,Male,Other,Orange,Tabby,2,5,2,3,1,2,5,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,1,17,2,3,0,1,5,2
Owner_Surrender,Normal,Female,Other,Orange,Tabby,1,4,1,3,0,2,5,2
Stray,Normal,Female,Other,Black,Solid,2,3,2,3,0,2,0,1
Stray,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Solid,2,13,2,3,0,1,9,1
Stray,Normal,Female,Other,Black,Solid,1,68,2,3,0,2,0,1
Stray,Normal,Female,Other,Black_N_White,Solid,5,5,2,3,0,2,1,1
Stray,Injured,Female,Other,Torbie_or_Torbie_mix,Solid,1,30,2,1,0,2,7,1
Stray,Sick,Male,Other,Brown,Tabby,1,15,2,7,1,2,3,2
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Solid,11,3,1,3,1,1,9,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,1,34,2,3,1,1,5,2
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Other,Tabby,2,3,1,3,1,1,6,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,1,103,2,3,1,1,5,2
Stray,Normal,Female,Other,Brown,Tabby,1,9,2,3,0,2,3,2
Stray,Normal,Male,Other,Black,Solid,1,6,2,3,1,2,0,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,2,3,2,3,0,1,7,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,2,6,1,3,0,1,8,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,1,41,2,3,1,1,5,2
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,2,6,1,3,1,1,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,12,36,2,3,0,1,7,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,2,7,2,3,1,1,0,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,24,16,1,3,0,1,4,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,1,69,2,3,0,1,3,2
Stray,Normal,Female,Other,Brown,Tabby,1,48,2,3,0,2,3,2
Stray,Injured,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,60,23,2,1,1,1,1,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,60,19,2,3,0,1,8,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,7,3,1,3,0,1,7,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,1,31,2,3,1,1,0,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,38,2,3,1,1,1,1
Other,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,46,0,3,1,1,1,1
Stray,Normal,Male,Other,Brown,Tabby,1,6,2,3,1,2,3,2
Stray,Normal,Female,Other,Blue,Solid,1,45,2,3,0,2,2,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,6,5,2,3,0,1,8,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,1,28,2,3,0,1,5,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Solid,0,71,2,3,1,1,2,1
Stray,Normal,Female,Other,Black_N_White,Solid,1,29,2,3,0,2,1,1
Owner_Surrender,Normal,Female,Other,Brown,Tabby,48,38,1,3,0,2,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Solid,72,42,2,3,0,1,9,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,2,5,2,3,1,1,3,2
Stray,Nursing,Male,Other,Black_N_White,Solid,0,91,2,4,1,2,1,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,1,14,2,3,0,1,1,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,46,2,3,1,1,1,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,2,16,2,3,0,1,7,1
Stray,Normal,Male,Other,Other,Other,0,62,2,3,1,2,6,0
Stray,Normal,Female,Other,Brown,Tabby,0,91,2,3,0,2,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,2,23,2,3,0,1,2,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,1,54,2,3,0,1,1,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,5,2,3,1,1,1,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,1,22,1,3,1,1,0,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,1,8,2,3,1,1,5,2
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,24,118,1,3,1,1,0,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,1,42,2,3,0,1,2,2
Owner_Surrender,Sick,Female,Domestic_Shorthair_Mix,Other,Tabby,12,14,1,7,0,1,6,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,1,61,2,3,1,1,5,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,32,2,3,1,1,3,2
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,7,3,1,3,1,1,0,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,1,55,2,3,0,1,0,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,1,8,2,3,0,1,3,2
Stray,Nursing,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,0,87,2,4,0,1,1,1
Stray,Nursing,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,76,2,4,1,1,3,2
Stray,Injured,Female,Other,Tortie_or_Tortie_mix,Solid,1,77,2,1,0,2,8,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,0,91,2,3,0,1,1,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,36,77,1,3,1,1,1,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,12,6,1,3,1,1,2,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Tabby,2,143,2,3,1,1,6,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,1,36,2,3,0,1,2,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,0,62,1,3,0,1,3,2
Owner_Surrender,Normal,Male,Other,Orange,Tabby,60,37,1,3,1,2,5,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,0,61,2,3,1,1,5,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,1,3,2,3,0,1,3,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,8,35,1,3,0,1,8,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,66,2,3,1,1,1,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Tabby,1,5,2,3,1,1,1,2
Stray,Normal,Female,Other,Other,Other,2,4,2,3,0,2,6,0
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,0,91,2,3,1,1,0,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,60,130,1,3,0,1,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,1,38,2,3,0,1,8,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,36,7,2,3,0,1,0,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,1,94,2,3,0,1,5,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,1,68,2,3,1,1,0,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Blue,Solid,12,39,1,3,0,1,2,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Blue,Solid,9,14,1,3,1,1,2,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,36,20,2,3,1,1,0,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,1,20,2,3,0,1,2,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,12,24,2,3,0,1,1,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,75,2,3,1,1,3,2
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,1,2,1,3,1,1,5,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,1,26,2,3,1,1,0,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,1,89,2,3,0,1,4,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,64,2,3,1,1,1,1
Stray,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Solid,1,14,2,3,1,1,9,1
Owner_Surrender,Normal,Female,Other,Brown,Tabby,48,16,1,3,0,2,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,5,40,2,3,0,1,5,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,45,2,3,1,1,3,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Solid,2,4,2,3,1,1,2,1
Stray,Normal,Female,Other,Black_N_White,Solid,1,7,2,3,0,2,1,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Blue,Solid,1,4,1,3,1,1,2,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Solid,1,50,2,3,0,1,2,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,60,53,2,3,1,1,0,1
Owner_Surrender,Normal,Female,Other,Calico_or_Calico_mix,Solid,96,10,1,3,0,2,4,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,1,42,2,3,0,1,8,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,10,2,3,1,1,3,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,1,34,2,3,1,1,0,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,1,34,2,3,0,1,4,1
Owner_Surrender,Normal,Female,Other,Brown,Tabby,12,14,1,3,0,2,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,2,14,2,3,0,1,5,2
Stray,Normal,Female,Other,Black_N_White,Solid,1,36,2,3,0,2,1,1
Stray,Normal,Male,Other,Other,Other,132,6,2,3,1,2,6,0
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,3,5,1,3,0,1,7,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,12,52,1,3,0,1,0,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,1,41,2,3,0,1,4,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,12,14,2,3,0,1,0,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,96,9,1,3,0,1,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,1,41,2,3,0,1,3,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Solid,1,82,2,3,1,1,2,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,2,8,2,3,0,1,2,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,0,53,2,3,1,1,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Other,Tabby,4,30,2,3,0,1,6,2
Stray,Normal,Female,Other,Brown,Tabby,1,40,2,3,0,2,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,12,103,2,3,0,1,0,1
Stray,Normal,Male,Other,Other,Solid,12,4,2,3,1,2,6,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,48,18,1,3,0,1,4,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,1,11,2,3,0,1,3,2
Owner_Surrender,Normal,Female,Other,Other,Other,1,30,1,3,0,2,6,0
Stray,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Tabby,1,34,2,3,0,1,9,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,4,14,1,3,0,1,3,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,24,34,1,3,0,1,7,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,6,2,3,1,1,3,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,44,2,3,1,1,3,2
Stray,Injured,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,12,42,2,1,1,1,1,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,1,47,1,3,0,1,1,1
Stray,Normal,Male,Other,Other,Other,120,80,2,3,1,2,6,0
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,27,2,3,1,1,1,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Other,Solid,36,6,2,3,0,1,6,1
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,0,63,2,3,1,0,3,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Other,Other,2,21,1,3,0,1,6,0
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,1,23,2,3,0,1,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,1,55,2,3,0,1,1,1
Other,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,24,16,0,3,1,1,3,2
Stray,Normal,Female,Other,Black_N_White,Solid,1,37,2,3,0,2,1,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,12,8,2,3,0,1,7,1
Stray,Normal,Male,Other,Black,Solid,1,5,2,3,1,2,0,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,1,59,2,3,1,1,5,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,26,2,3,1,1,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,5,4,2,3,0,1,0,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,12,3,2,3,0,1,1,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,1,22,2,3,1,1,5,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Solid,0,57,2,3,1,1,2,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,36,37,1,3,0,1,3,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,37,2,3,1,1,1,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,70,2,3,1,1,1,1
Owner_Surrender,Normal,Male,Other,Blue,Tabby,144,23,1,3,1,2,2,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,1,3,2,3,1,1,5,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,1,38,2,3,0,1,0,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,1,45,2,3,0,1,3,2
Owner_Surrender,Normal,Male,Other,Other,Tabby,3,23,1,3,1,2,6,2
Owner_Surrender,Normal,Female,Other,Black_N_White,Solid,36,1,1,3,0,2,1,1
Stray,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Solid,1,41,2,3,1,1,9,1
Stray,Injured,Male,Other,Other,Other,6,105,2,1,1,2,6,0
Stray,Normal,Female,Other,Blue,Tabby,1,35,2,3,0,2,2,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,12,45,2,3,0,1,3,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,36,75,1,3,0,1,8,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,2,11,2,3,0,1,1,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,12,6,1,3,0,1,7,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,72,16,1,3,1,1,1,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,24,26,2,3,0,1,7,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,12,95,1,3,1,1,0,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,4,9,2,3,0,1,5,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,2,4,2,3,0,1,3,2
Stray,Normal,Male,Other,Other,Other,72,62,2,3,1,2,6,0
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Solid,1,23,1,3,1,1,9,1
Stray,Normal,Male,Other,Other,Other,1,45,2,3,1,2,6,0
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,2,1,1,3,0,1,3,2
Stray,Normal,Female,Other,Calico_or_Calico_mix,Solid,36,3,2,3,0,2,4,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,5,5,2,3,0,1,7,1
Owner_Surrender,Normal,Female,Other,Brown,Tabby,3,2,1,3,0,2,3,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,5,14,1,3,0,1,2,2
Owner_Surrender,Normal,Male,Other,Brown,Tabby,60,1,1,3,1,2,3,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,47,2,3,1,1,3,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,96,47,1,3,0,1,3,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,1,45,2,3,1,1,5,2
Owner_Surrender,Normal,Male,Domestic_Shorthair,Brown,Tabby,144,48,1,3,1,0,3,2
Stray,Normal,Male,Other,Brown,Tabby,1,27,2,3,1,2,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,12,72,2,3,0,1,0,1
Owner_Surrender,Normal,Female,Other,Black,Solid,24,10,1,3,0,2,0,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,12,52,2,3,0,1,3,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Solid,72,82,1,3,0,1,9,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,1,56,1,3,0,1,8,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,1,22,2,3,0,1,7,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,1,37,1,3,0,1,3,2
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,84,67,1,3,1,1,0,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,36,143,1,3,1,1,3,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,132,27,1,3,0,1,4,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,35,2,3,1,1,1,1
Stray,Normal,Female,Other,Black,Solid,1,44,2,3,0,2,0,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,24,37,1,3,0,1,0,1
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Solid,4,5,1,3,0,1,9,1
Stray,Normal,Male,Other,White_Mix,Solid,1,4,2,3,1,2,9,1
Stray,Sick,Male,Other,Black,Solid,1,42,2,7,1,2,0,1
Stray,Normal,Male,Other,White_Mix,Tabby,1,79,2,3,1,2,9,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,9,7,1,3,0,1,8,1
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Tabby,1,127,2,3,1,1,6,2
Stray,Normal,Male,Other,Blue,Solid,1,47,2,3,1,2,2,1
Stray,Sick,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,35,2,7,1,1,3,2
Stray,Normal,Female,Other,Other,Other,1,3,2,3,0,2,6,0
Stray,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,1,45,2,3,0,1,5,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Solid,1,27,2,3,0,1,2,1
Owner_Surrender,Normal,Female,Other,Tortie_or_Tortie_mix,Solid,24,16,1,3,0,2,8,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black,Tabby,5,8,1,3,1,1,0,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,1,27,2,3,0,1,5,2
Owner_Surrender,Normal,Female,Other,Brown,Tabby,84,56,1,3,0,2,3,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Other,Tabby,24,12,2,3,0,1,6,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,12,8,2,3,0,1,3,2
Stray,Nursing,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,49,2,4,1,1,3,2
Stray,Normal,Female,Other,Black,Solid,36,4,2,3,0,2,0,1
Stray,Sick,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,1,30,2,7,0,1,4,1
Stray,Normal,Male,Domestic_Shorthair,Blue,Solid,1,41,2,3,1,0,2,1
