simplified_color,simplified_sex,intake_age,simplified_condition,simplified_type,simplified_breed,simplified_size,days_in_shelter,simplified_color_encoded,simplified_sex_encoded,simplified_condition_encoded,simplified_type_encoded,simplified_breed_encoded,simplified_size_encoded
GRAY_N_WHITE,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,55,4,1,0,2,1,2
TORTIE,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,21,10,0,0,2,1,0
TORTIE,FEMALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,18,10,0,0,2,1,2
BRN_TABBY,MALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,KITTN,7,2,1,0,0,1,0
BLACK,MALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,10,0,1,0,2,0,2
OTHER,MALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,3,8,1,0,2,0,0
GRAY,MALE,2,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,38,3,1,0,2,1,2
GRAY_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,4,5,1,0,1,1,0
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,OTHER,KITTN,34,6,0,0,1,2,0
GRAY,FEMALE,0,OTHER,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,41,3,0,2,2,0,0
TORTIE,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,60,10,0,1,2,1,0
BRN_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,32,2,1,0,2,1,0
BLACK_N_WHITE,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,47,1,1,1,2,1,0
BRN_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,54,2,0,1,2,1,0
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,4,6,0,0,2,1,0
BRN_TABBY,MALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,20,2,1,0,2,1,2
GRAY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,77,3,1,0,2,1,2
BRN_TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,14,2,0,0,1,1,2
GRAY,FEMALE,2,OTHER,STRAY,DOMESTIC_SHORT_HAIR,SMALL,21,3,0,2,2,1,2
BRN_TABBY,FEMALE,2,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,SMALL,6,2,0,0,0,1,2
OTHER,MALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,11,8,1,0,1,1,2
BRN_TABBY,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,42,2,1,1,2,1,0
MIX,MALE,5,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,43,6,1,0,2,1,2
BLACK_N_WHITE,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,18,1,1,0,1,1,2
MIX,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,32,6,0,1,2,1,0
BRN_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,19,2,1,0,2,1,0
BRN_TABBY,FEMALE,8,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,32,2,0,0,1,1,2
BRN_TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,9,2,0,0,1,1,0
MIX,MALE,0,HEALTHY,STRAY,OTHER,KITTN,9,6,1,0,2,2,0
BRN_TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,22,2,0,0,2,1,2
GRAY,MALE,0,OTHER,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,28,3,1,2,1,1,0
GRAY_N_WHITE,FEMALE,5,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,40,4,0,0,1,1,2
BRN_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,KITTN,3,2,1,0,1,0,0
MIX,FEMALE,2,HEALTHY,OWNER SURRENDER,OTHER,SMALL,11,6,0,0,1,2,2
GRAY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,29,3,0,0,2,1,0
GRAY_N_WHITE,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,KITTN,17,4,0,0,1,0,0
BLACK_N_WHITE,MALE,2,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,OTHER,7,1,1,0,0,1,1
ORG_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,87,7,0,0,2,0,0
GRAY_TABBY,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,35,5,1,1,2,1,0
BLACK,MALE,0,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,62,0,1,1,1,1,0
OTHER_TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,32,9,0,0,1,1,0
GRAY_TABBY,MALE,1,ILL,STRAY,DOMESTIC_SHORT_HAIR,SMALL,64,5,1,1,2,1,2
MIX,FEMALE,1,HEALTHY,OWNER SURRENDER,OTHER,SMALL,10,6,0,0,1,2,2
GRAY_TABBY,MALE,0,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,22,5,1,1,1,1,0
MIX,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,43,6,0,1,1,1,0
MIX,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,15,6,0,1,2,1,0
MIX,MALE,5,HEALTHY,STRAY,OTHER,SMALL,49,6,1,0,2,2,2
OTHER,FEMALE,0,OTHER,OTHER,DOMESTIC_SHORT_HAIR,SMALL,42,8,0,2,0,1,2
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,27,6,1,0,2,1,0
BLACK_N_WHITE,FEMALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,22,1,0,0,2,0,0
BLACK,FEMALE,6,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,SMALL,18,0,0,0,0,1,2
TORTIE,FEMALE,4,OTHER,STRAY,DOMESTIC_SHORT_HAIR,SMALL,21,10,0,2,2,1,2
ORG_TABBY,FEMALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,10,7,0,0,1,1,2
BLACK_N_WHITE,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,46,1,0,1,2,1,0
BRN_TABBY,MALE,1,OTHER,OTHER,DOMESTIC_SHORT_HAIR,OTHER,49,2,1,2,0,1,1
BRN_TABBY,MALE,0,OTHER,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,33,2,1,2,1,1,0
ORG_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,13,7,1,0,2,1,2
BRN_TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,KITTN,14,2,0,0,1,0,0
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,4,2,0,0,2,1,0
BRN_TABBY,MALE,1,HEALTHY,OTHER,DOMESTIC_MED_OR_LONG_HAIR,SMALL,24,2,1,0,0,0,2
BRN_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,16,2,1,0,2,1,2
BRN_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,8,2,1,0,2,1,0
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,31,2,0,0,2,1,0
MIX,MALE,9,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,70,6,1,1,1,1,2
GRAY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,22,3,1,0,2,1,0
BLACK,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,32,0,1,0,1,1,2
MIX,MALE,10,ILL,OWNER SURRENDER,OTHER,SMALL,14,6,1,1,1,2,2
GRAY,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,83,3,1,1,2,1,0
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,7,6,1,0,1,1,0
BLACK,FEMALE,4,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,SMALL,32,0,0,0,0,1,2
ORG_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,18,7,1,0,1,1,0
GRAY_N_WHITE,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,7,4,0,0,1,1,2
BLACK_N_WHITE,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,SMALL,50,1,1,1,2,1,2
BLACK_N_WHITE,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,SMALL,14,1,1,1,2,1,2
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,OTHER,KITTN,9,6,0,0,1,2,0
GRAY_N_WHITE,MALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,SMALL,11,4,1,2,2,1,2
TORTIE,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,14,10,0,0,1,1,0
OTHER,MALE,0,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,40,8,1,1,1,1,0
BRN_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,38,2,1,0,2,0,0
GRAY_N_WHITE,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,66,4,0,1,2,1,0
BLACK_N_WHITE,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,31,1,1,0,2,1,2
GRAY_TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,10,5,0,0,1,1,0
BRN_TABBY,MALE,4,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,22,2,1,0,2,1,2
BLACK,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,14,0,0,0,2,1,0
BRN_TABBY,FEMALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,SMALL,22,2,0,2,2,1,2
BRN_TABBY,MALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,KITTN,50,2,1,0,0,1,0
GRAY_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,34,5,1,0,2,1,0
OTHER,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,8,8,0,0,1,1,0
TORTIE,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,25,10,0,1,1,1,0
BLACK_N_WHITE,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,18,1,1,1,2,1,0
GRAY_N_WHITE,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,8,4,1,0,1,1,0
BRN_TABBY,MALE,1,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,18,2,1,0,2,0,2
BLACK_N_WHITE,MALE,0,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,17,1,1,1,1,1,2
BRN_TABBY,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,56,2,1,1,2,1,0
GRAY,MALE,2,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,27,3,1,0,2,0,2
GRAY_N_WHITE,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,29,4,0,0,1,1,2
MIX,MALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,SMALL,24,6,1,0,0,1,2
OTHER_TABBY,MALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,SMALL,12,9,1,0,0,1,2
BRN_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,16,2,1,0,2,1,0
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,16,2,0,0,2,1,2
MIX,FEMALE,0,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,21,6,0,1,2,0,0
ORG_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,48,7,0,1,2,0,0
BLACK_N_WHITE,FEMALE,0,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,52,1,0,1,2,0,0
TORTIE,FEMALE,0,OTHER,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,9,10,0,2,1,1,0
BLACK_N_WHITE,FEMALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,62,1,0,0,2,1,2
GRAY_N_WHITE,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,37,4,1,0,2,1,2
GRAY_N_WHITE,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,16,4,1,0,1,1,0
BLACK,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,72,0,1,1,2,1,0
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,53,6,0,0,1,1,0
BLACK,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,37,0,1,0,2,1,0
BLACK,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,81,0,1,1,2,1,0
OTHER_TABBY,MALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,73,9,1,2,2,1,0
BRN_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,7,2,1,0,1,1,2
BLACK,FEMALE,1,ILL,STRAY,DOMESTIC_SHORT_HAIR,SMALL,24,0,0,1,2,1,2
BRN_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,37,2,0,0,2,1,0
BLACK,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,29,0,1,0,2,1,0
BLACK,FEMALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,24,0,0,2,2,1,0
ORG_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,29,7,1,0,2,1,0
BRN_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,77,2,1,0,2,1,2
BLACK_N_WHITE,MALE,2,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,27,1,1,0,1,1,2
BLACK,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,31,0,1,1,2,1,0
BLACK_N_WHITE,FEMALE,6,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,13,1,0,0,1,1,2
TORTIE,FEMALE,3,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,9,10,0,0,2,1,2
BRN_TABBY,MALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,29,2,1,2,2,1,0
BLACK_N_WHITE,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,31,1,0,1,2,1,0
TORTIE,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,73,10,0,1,2,1,0
GRAY_N_WHITE,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,12,4,0,0,2,1,2
GRAY_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,18,5,0,0,2,1,0
MIX,FEMALE,0,ILL,OWNER SURRENDER,OTHER,KITTN,23,6,0,1,1,2,0
BRN_TABBY,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,25,2,1,1,2,1,0
ORG_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,3,7,1,0,1,1,2
GRAY_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,18,5,0,1,2,1,0
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,8,6,0,0,1,1,0
BRN_TABBY,MALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,48,2,1,2,2,1,0
GRAY,MALE,1,OTHER,STRAY,DOMESTIC_SHORT_HAIR,OTHER,21,3,1,2,2,1,1
MIX,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,46,6,1,1,2,1,0
BRN_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,26,2,1,0,2,1,0
OTHER,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,15,8,1,0,2,1,0
BLACK_N_WHITE,FEMALE,0,ILL,OTHER,DOMESTIC_SHORT_HAIR,KITTN,6,1,0,1,0,1,0
GRAY_TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,10,5,0,0,2,1,2
GRAY_N_WHITE,FEMALE,1,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,56,4,0,0,2,0,2
MIX,MALE,3,HEALTHY,STRAY,OTHER,SMALL,53,6,1,0,2,2,2
BLACK_N_WHITE,MALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,23,1,1,2,2,1,0
BRN_TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,64,2,0,0,2,1,2
MIX,MALE,0,ILL,OWNER SURRENDER,OTHER,KITTN,24,6,1,1,1,2,0
BRN_TABBY,MALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,KITTN,35,2,1,0,0,1,0
GRAY,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,18,3,0,0,2,1,0
BLACK,FEMALE,0,ILL,OTHER,DOMESTIC_SHORT_HAIR,KITTN,70,0,0,1,0,1,0
MIX,FEMALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,8,6,0,2,2,1,0
GRAY,FEMALE,4,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,11,3,0,0,2,1,2
BRN_TABBY,MALE,0,OTHER,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,26,2,1,2,1,1,0
BRN_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,24,2,1,0,1,1,0
TORTIE,FEMALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,36,10,0,0,2,1,2
MIX,FEMALE,1,HEALTHY,STRAY,OTHER,SMALL,14,6,0,0,2,2,2
BLACK_N_WHITE,FEMALE,0,OTHER,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,75,1,0,2,1,1,0
ORG_TABBY,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,56,7,1,1,2,1,0
BRN_TABBY,FEMALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,24,2,0,2,2,1,0
GRAY_TABBY,MALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,10,5,1,2,2,1,0
GRAY_N_WHITE,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,57,4,0,1,2,1,0
MIX,MALE,0,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,60,6,1,1,2,0,0
BLACK_N_WHITE,FEMALE,8,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,55,1,0,0,2,1,2
GRAY_TABBY,MALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,20,5,1,2,2,1,0
ORG_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,37,7,1,0,2,1,2
BLACK,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,KITTN,2,0,1,0,1,0,0
GRAY,FEMALE,0,OTHER,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,13,3,0,2,1,1,0
BRN_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,KITTN,9,2,1,0,1,0,0
OTHER,MALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,KITTN,2,8,1,0,0,1,0
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,9,6,0,0,1,1,0
BRN_TABBY,MALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,39,2,1,2,2,1,0
BLACK,FEMALE,3,ILL,STRAY,DOMESTIC_SHORT_HAIR,SMALL,87,0,0,1,2,1,2
BLACK,MALE,7,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,OTHER,15,0,1,0,0,1,1
MIX,FEMALE,7,HEALTHY,OWNER SURRENDER,OTHER,SMALL,14,6,0,0,1,2,2
BLACK_N_WHITE,MALE,0,ILL,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,28,1,1,1,1,1,0
MIX,FEMALE,4,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,24,6,0,0,1,1,2
BRN_TABBY,MALE,0,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,69,2,1,1,2,0,0
BLACK_N_WHITE,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,27,1,1,0,2,1,0
BLACK_N_WHITE,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,57,1,0,1,2,1,0
BRN_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,25,2,1,0,2,0,0
BLACK,FEMALE,0,HEALTHY,OTHER,DOMESTIC_SHORT_HAIR,KITTN,38,0,0,0,0,1,0
ORG_TABBY,MALE,9,ILL,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,SMALL,28,7,1,1,1,0,2
MIX,FEMALE,4,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,18,6,0,0,1,1,2
GRAY,MALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,SMALL,8,3,1,0,2,0,2
GRAY_N_WHITE,MALE,4,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,64,4,1,0,1,1,2
TORTIE,FEMALE,0,ILL,STRAY,OTHER,KITTN,56,10,0,1,2,2,0
ORG_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,28,7,1,0,2,1,2
MIX,MALE,0,HEALTHY,OWNER SURRENDER,OTHER,KITTN,6,6,1,0,1,2,0
GRAY_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,76,5,0,1,2,1,0
GRAY_N_WHITE,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,8,4,0,0,1,1,0
GRAY_N_WHITE,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,7,4,1,0,1,1,0
GRAY_TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,8,5,0,0,1,1,0
ORG_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,45,7,0,1,2,1,0
MIX,MALE,0,OTHER,STRAY,DOMESTIC_SHORT_HAIR,KITTN,13,6,1,2,2,1,0
BRN_TABBY,MALE,9,ILL,STRAY,DOMESTIC_SHORT_HAIR,SMALL,57,2,1,1,2,1,2
GRAY,MALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,29,3,1,0,2,1,0
BLACK_N_WHITE,MALE,0,ILL,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,35,1,1,1,2,0,0
TORTIE,FEMALE,0,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,KITTN,48,10,0,0,2,1,0
BLACK_N_WHITE,MALE,10,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,3,1,1,0,1,1,2
MIX,MALE,0,HEALTHY,STRAY,OTHER,KITTN,10,6,1,0,2,2,0
GRAY_TABBY,MALE,0,HEALTHY,STRAY,OTHER,KITTN,11,5,1,0,2,2,0
OTHER_TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,KITTN,3,9,0,0,1,0,0
MIX,FEMALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,18,6,0,0,2,1,2
MIX,MALE,0,HEALTHY,OWNER SURRENDER,OTHER,KITTN,6,6,1,0,1,2,0
TORTIE,FEMALE,5,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,18,10,0,0,1,1,2
ORG_TABBY,FEMALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,25,7,0,0,1,1,2
BRN_TABBY,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,SMALL,63,2,0,1,2,1,2
BLACK_N_WHITE,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,KITTN,7,1,0,0,1,0,0
OTHER,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,KITTN,15,8,1,0,1,1,0
BLACK,MALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,25,0,1,0,2,1,2
GRAY_N_WHITE,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_SHORT_HAIR,SMALL,14,4,0,0,1,1,2
ORG_TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC_MED_OR_LONG_HAIR,KITTN,17,7,1,0,2,0,0
BRN_TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC_MED_OR_LONG_HAIR,SMALL,8,2,1,0,1,0,2
OTHER,MALE,0,HEALTHY,STRAY,OTHER,SMALL,19,8,1,0,2,2,2
OTHER_TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC_SHORT_HAIR,SMALL,27,9,0,0,2,1,2
BLACK_N_WHITE,MALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,44,1,1,1,2,1,0
BLACK,FEMALE,0,ILL,STRAY,DOMESTIC_SHORT_HAIR,KITTN,66,0,0,1,2,1,0
